fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
classroom_inv13_1,6,reached_max_iter,0,0,FALSE,1,19808,0.0261,0,0,82.04,
classroom_inv13_3,6,reached_max_iter,0,0,FALSE,2,15665,0.019,0,0,45.92,
classroom_inv13_2,6,reached_max_iter,0,0,FALSE,0,18916,0.0241,0,0,64.26,
cv_inv3_21,6,reached_max_iter,0,0,FALSE,1,9050,0.0111,0,0,26.84,
cv_inv3_35,6,reached_max_iter,0,0,FALSE,1,8971,0.0109,0,0,25.93,
cv_inv2_7,6,reached_max_iter,0,0,FALSE,0,8690,0.0112,0,0,34.32,
cv_inv2_49,6,reached_max_iter,0,0,FALSE,1,8808,0.0109,0,0,25.61,
cv_inv1_18,6,reached_max_iter,0,0,FALSE,6,14577,0.017,0,0,26.61,
cv_inv1_24,6,reached_max_iter,0,0,FALSE,1,9041,0.011,0,0,26.54,
cv_inv1_25,6,reached_max_iter,0,0,FALSE,1,8703,0.0106,0,0,24.18,
cv_inv1_19,6,reached_max_iter,0,0,FALSE,0,8358,0.011,0,0,30.41,
cv_inv2_48,6,reached_max_iter,0,0,FALSE,3,9210,0.0106,0,0,18.73,
cv_inv2_60,6,YES,0,0,FALSE,0,10193,0.0126,0,0,30.81,
cv_inv2_6,6,reached_max_iter,0,0,FALSE,0,10129,0.0125,0,0,33.35,
cv_inv3_34,6,reached_max_iter,0,0,FALSE,6,13170,0.0153,0,0,26.78,
cv_inv3_20,2,YES,0,0,FALSE,1,3181,0.0041,0,0,12.36,
cv_inv3_36,6,reached_max_iter,0,0,FALSE,6,11895,0.0139,0,0,21.36,
cv_inv3_22,6,reached_max_iter,0,0,FALSE,1,9094,0.0111,0,0,24.66,
cv_inv2_4,6,reached_max_iter,0,0,FALSE,1,8659,0.0107,0,0,25.85,
cv_inv1_27,6,reached_max_iter,0,0,FALSE,6,11946,0.0139,0,0,23.23,
cv_inv1_26,6,reached_max_iter,0,0,FALSE,1,9651,0.0116,0,0,27.81,
cv_inv2_5,6,reached_max_iter,0,0,FALSE,0,9258,0.0118,0,0,32.69,
cv_inv3_23,3,YES,0,0,FALSE,1,3838,0.0046,0,0,10.81,
cv_inv3_37,6,reached_max_iter,0,0,FALSE,6,13299,0.0154,0,0,25.19,
cv_inv3_33,6,reached_max_iter,0,0,FALSE,1,9327,0.0113,0,0,27.14,
cv_inv3_27,6,reached_max_iter,0,0,FALSE,2,7624,0.009,0,0,17.71,
cv_inv2_1,6,reached_max_iter,0,0,FALSE,0,9642,0.0122,0,0,32.11,
cv_inv1_22,6,reached_max_iter,0,0,FALSE,6,13886,0.0162,0,0,26.8,
cv_inv1_23,6,reached_max_iter,0,0,FALSE,1,9878,0.012,0,0,27.17,
cv_inv3_26,2,YES,0,0,FALSE,1,2204,0.0026,0,0,6.97,
cv_inv3_32,6,reached_max_iter,0,0,FALSE,0,9479,0.0117,0,0,28.47,
cv_inv3_24,6,reached_max_iter,0,0,FALSE,1,8885,0.0108,0,0,25.5,
cv_inv3_30,6,reached_max_iter,0,0,FALSE,1,8963,0.0109,0,0,22.91,
cv_inv3_18,6,reached_max_iter,0,0,FALSE,1,9091,0.0111,0,0,27.5,
cv_inv2_2,6,reached_max_iter,0,0,FALSE,0,10699,0.0132,0,0,30.83,
cv_inv2_58,5,YES,0,0,FALSE,1,7312,0.009,0,0,23.91,
cv_inv1_21,6,reached_max_iter,0,0,FALSE,2,7745,0.0093,0,0,21.05,
cv_inv1_20,6,reached_max_iter,0,0,FALSE,0,9912,0.0123,0,0,31.5,
cv_inv2_59,2,YES,0,0,FALSE,1,2284,0.0027,0,0,6.3,
cv_inv2_3,6,reached_max_iter,0,0,FALSE,6,14283,0.0166,0,0,25.28,
cv_inv3_19,2,YES,0,0,FALSE,1,2198,0.0026,0,0,5.53,
cv_inv3_31,6,reached_max_iter,0,0,FALSE,0,9895,0.0122,0,0,31.2,
cv_inv3_25,6,reached_max_iter,0,0,FALSE,1,8935,0.0109,0,0,23.26,
cv_inv3_42,6,reached_max_iter,0,0,FALSE,1,9011,0.011,0,0,28.2,
cv_inv2_16,6,reached_max_iter,0,0,FALSE,6,12447,0.0145,0,0,23.26,
cv_inv1_6,6,reached_max_iter,0,0,FALSE,6,14244,0.0166,0,0,27.51,
cv_inv3_4,6,reached_max_iter,0,0,FALSE,6,11230,0.013,0,0,22.72,
cv_inv3_5,6,reached_max_iter,0,0,FALSE,4,6760,0.0077,0,0,12.99,
cv_inv1_7,6,reached_max_iter,0,0,FALSE,0,9648,0.012,0,0,29.91,
cv_inv2_17,6,reached_max_iter,0,0,FALSE,0,9257,0.0118,0,0,34.34,
cv_inv3_43,5,YES,0,0,FALSE,2,5960,0.007,0,0,15.89,
cv_inv3_41,6,reached_max_iter,0,0,FALSE,1,8546,0.0103,0,0,23.6,
cv_inv2_15,3,YES,0,0,FALSE,0,4776,0.006,0,0,15.27,
cv_inv2_29,6,reached_max_iter,0,0,FALSE,2,9936,0.0121,0,0,25.33,
cv_inv1_5,6,reached_max_iter,0,0,FALSE,3,9237,0.011,0,0,21.64,
cv_inv3_7,6,reached_max_iter,0,0,FALSE,6,14339,0.0167,0,0,27.94,
cv_inv3_6,6,reached_max_iter,0,0,FALSE,1,8743,0.0106,0,0,23.68,
cv_inv1_4,6,reached_max_iter,0,0,FALSE,1,9566,0.0119,0,0,26.2,
cv_inv2_28,1,YES,0,0,FALSE,0,1287,0.0017,0,0,3.97,
cv_inv2_14,6,reached_max_iter,0,0,FALSE,5,6489,0.0068,0,0,9.24,
cv_inv3_40,6,reached_max_iter,0,0,FALSE,1,8149,0.0099,0,0,22.33,
cv_inv3_50,6,reached_max_iter,0,0,FALSE,0,9941,0.0123,0,0,29.63,
cv_inv3_44,6,reached_max_iter,0,0,FALSE,1,8977,0.0109,0,0,24.15,
cv_inv2_38,6,reached_max_iter,0,0,FALSE,6,14985,0.0175,0,0,30.92,
cv_inv2_10,6,reached_max_iter,0,0,FALSE,1,8230,0.0101,0,0,21.92,
cv_inv3_2,6,reached_max_iter,0,0,FALSE,1,8884,0.0108,0,0,23.65,
cv_inv3_3,6,reached_max_iter,0,0,FALSE,1,8893,0.0108,0,0,23.03,
cv_inv1_1,6,reached_max_iter,0,0,FALSE,2,9552,0.0113,0,0,22.17,
cv_inv2_11,6,reached_max_iter,0,0,FALSE,1,8500,0.0104,0,0,23.13,
cv_inv2_39,2,YES,0,0,FALSE,0,2961,0.0038,0,0,8.93,
cv_inv3_45,6,reached_max_iter,0,0,FALSE,1,8813,0.0107,0,0,24.3,
cv_inv3_51,6,reached_max_iter,0,0,FALSE,3,9919,0.0119,0,0,22.67,
cv_inv3_47,6,reached_max_iter,0,0,FALSE,6,13272,0.0154,0,0,22.4,
cv_inv2_13,2,YES,0,0,FALSE,0,3071,0.0039,0,0,9.1,
cv_inv1_3,6,reached_max_iter,0,0,FALSE,3,9533,0.011,0,0,18.42,
cv_inv3_1,6,YES,0,0,FALSE,2,9983,0.0123,0,0,26.58,
cv_inv1_2,6,reached_max_iter,0,0,FALSE,6,11952,0.0139,0,0,21.71,
cv_inv2_12,6,reached_max_iter,0,0,FALSE,2,7846,0.0094,0,0,18.32,
cv_inv3_46,6,reached_max_iter,0,0,FALSE,0,9829,0.0122,0,0,26.68,
cv_inv2_37,6,reached_max_iter,0,0,FALSE,0,9476,0.0121,0,0,29.41,
cv_inv2_23,6,reached_max_iter,0,0,FALSE,1,9230,0.0116,0,0,29.84,
cv_inv2_22,5,YES,0,0,FALSE,1,7452,0.0091,0,0,20.69,
cv_inv2_36,6,reached_max_iter,0,0,FALSE,0,9493,0.0119,0,0,29.13,
cv_inv3_48,6,reached_max_iter,0,0,FALSE,1,9067,0.011,0,0,23.64,
cv_inv2_20,2,YES,0,0,FALSE,0,3026,0.0041,0,0,13.49,
cv_inv2_34,2,YES,0,0,FALSE,1,2252,0.0027,0,0,5.32,
cv_inv2_35,6,reached_max_iter,0,0,FALSE,0,10193,0.013,0,0,32.03,
cv_inv2_21,6,reached_max_iter,0,0,FALSE,0,9547,0.0124,0,0,32.9,
cv_inv3_49,6,reached_max_iter,0,0,FALSE,2,7628,0.009,0,0,17.06,
cv_inv2_19,3,YES,0,0,FALSE,1,3999,0.0048,0,0,8.89,
cv_inv2_25,6,reached_max_iter,0,0,FALSE,0,10113,0.0126,0,0,29.1,
cv_inv2_31,6,YES,0,0,FALSE,0,9323,0.0118,0,0,31.47,
cv_inv1_9,6,reached_max_iter,0,0,FALSE,0,9788,0.0125,0,0,32.43,
cv_inv1_8,6,reached_max_iter,0,0,FALSE,6,13947,0.0162,0,0,24.72,
cv_inv2_30,6,YES,0,0,FALSE,1,8432,0.0105,0,0,24.37,
cv_inv2_24,6,reached_max_iter,0,0,FALSE,1,9838,0.012,0,0,27.28,
cv_inv2_18,2,YES,0,0,FALSE,1,2304,0.0027,0,0,5.07,
cv_inv2_32,6,YES,0,0,FALSE,3,7743,0.0089,0,0,15.04,
cv_inv2_26,6,YES,0,0,FALSE,1,8530,0.0105,0,0,24.71,
cv_inv3_8,6,reached_max_iter,0,0,FALSE,1,9031,0.011,0,0,22.9,
cv_inv3_9,6,reached_max_iter,0,0,FALSE,6,11667,0.0136,0,0,23.58,
cv_inv2_27,6,reached_max_iter,0,0,FALSE,1,8490,0.0102,0,0,20.56,
cv_inv2_33,6,reached_max_iter,0,0,FALSE,3,9511,0.011,0,0,19.17,
cv_inv3_28,6,reached_max_iter,0,0,FALSE,1,8642,0.0104,0,0,24.33,
cv_inv3_14,6,reached_max_iter,0,0,FALSE,1,8721,0.0105,0,0,24.43,
cv_inv2_54,1,YES,0,0,FALSE,0,1291,0.0017,0,0,5.08,
cv_inv2_40,3,YES,0,0,FALSE,0,4635,0.0059,0,0,15.66,
cv_inv1_11,6,reached_max_iter,0,0,FALSE,1,8475,0.0104,0,0,25.32,
cv_inv1_10,6,reached_max_iter,0,0,FALSE,2,8675,0.0103,0,0,21.27,
cv_inv2_41,6,reached_max_iter,0,0,FALSE,0,9641,0.0122,0,0,29.73,
cv_inv2_55,6,reached_max_iter,0,0,FALSE,0,9711,0.0122,0,0,33.73,
cv_inv3_15,6,reached_max_iter,0,0,FALSE,1,9153,0.0111,0,0,26.03,
cv_inv3_29,2,YES,0,0,FALSE,1,2168,0.0026,0,0,5.01,
cv_inv3_17,6,reached_max_iter,0,0,FALSE,1,9151,0.0112,0,0,24,
cv_inv2_43,2,YES,0,0,FALSE,0,3048,0.0042,0,0,12.94,
cv_inv2_57,1,YES,0,0,FALSE,0,1281,0.0017,0,0,4.33,
cv_inv1_12,6,reached_max_iter,0,0,FALSE,1,9171,0.0112,0,0,25.02,
cv_inv1_13,6,reached_max_iter,0,0,FALSE,0,9633,0.0119,0,0,29.9,
cv_inv2_56,2,YES,0,0,FALSE,1,2284,0.0027,0,0,5.46,
cv_inv2_42,6,reached_max_iter,0,0,FALSE,4,6675,0.0074,0,0,10.16,
cv_inv3_16,6,reached_max_iter,0,0,FALSE,1,8542,0.0103,0,0,20.82,
cv_inv3_12,6,reached_max_iter,0,0,FALSE,6,13704,0.0159,0,0,26,
cv_inv2_8,1,YES,0,0,FALSE,0,1282,0.0017,0,0,4.32,
cv_inv2_46,6,reached_max_iter,0,0,FALSE,1,8965,0.0111,0,0,25.07,
cv_inv2_52,6,reached_max_iter,0,0,FALSE,1,9352,0.0115,0,0,26.36,
cv_inv1_16,6,reached_max_iter,0,0,FALSE,1,9913,0.0119,0,0,23.48,
cv_inv2_53,6,reached_max_iter,0,0,FALSE,3,8667,0.0101,0,0,17.17,
cv_inv2_47,6,reached_max_iter,0,0,FALSE,1,8278,0.0103,0,0,25.9,
cv_inv2_9,6,reached_max_iter,0,0,FALSE,0,9865,0.0124,0,0,30.07,
cv_inv3_13,6,reached_max_iter,0,0,FALSE,3,8433,0.0097,0,0,17.14,
cv_inv3_11,6,reached_max_iter,0,0,FALSE,1,8634,0.0104,0,0,22.14,
cv_inv3_39,3,YES,0,0,FALSE,1,3884,0.0047,0,0,10.95,
cv_inv2_51,3,YES,0,0,FALSE,1,3410,0.004,0,0,8.12,
cv_inv2_45,6,reached_max_iter,0,0,FALSE,0,9279,0.0118,0,0,30.14,
cv_inv1_14,6,reached_max_iter,0,0,FALSE,1,8919,0.0109,0,0,24.52,
cv_inv1_15,6,reached_max_iter,0,0,FALSE,0,9694,0.0123,0,0,33.48,
cv_inv2_44,3,YES,0,0,FALSE,0,4813,0.0064,0,0,20.21,
cv_inv2_50,6,reached_max_iter,0,0,FALSE,1,8728,0.0106,0,0,22.56,
cv_inv3_38,6,reached_max_iter,0,0,FALSE,1,8752,0.0106,0,0,22.42,
cv_inv3_10,6,reached_max_iter,0,0,FALSE,0,9799,0.0122,0,0,30.23,
classroom_inv1_6,6,reached_max_iter,0,0,FALSE,6,24717,0.0287,0,0,46.92,
classroom_inv3_4,6,reached_max_iter,0,0,FALSE,6,29852,0.0353,0,0,63.39,
classroom_inv4_17,6,reached_max_iter,0,0,FALSE,5,26251,0.0323,0,0,67.8,
classroom_inv3_22,6,reached_max_iter,0,1,TRUE,2,16742,0.0221,0,0,62.18,
classroom_inv3_23,6,reached_max_iter,0,0,FALSE,1,19743,0.0272,0,0,75.2,
classroom_inv4_16,6,reached_max_iter,0,0,FALSE,5,29049,0.0352,0,0,69.73,
classroom_inv3_5,6,reached_max_iter,0,0,FALSE,6,30446,0.0361,0,0,64.96,
classroom_inv1_7,6,reached_max_iter,0,0,FALSE,6,29828,0.0353,0,0,60.47,
classroom_inv1_5,6,reached_max_iter,0,0,FALSE,6,29873,0.0354,0,0,64.35,
classroom_inv3_7,6,reached_max_iter,0,0,FALSE,3,21295,0.0274,0,0,64.29,
classroom_inv4_14,6,reached_max_iter,0,0,FALSE,3,13036,0.0157,0,0,28.79,
classroom_inv3_21,6,reached_max_iter,0,0,FALSE,3,14237,0.0168,0,0,28.83,
classroom_inv4_28,6,reached_max_iter,0,0,FALSE,2,16545,0.0209,0,0,49.74,
classroom_inv3_20,6,reached_max_iter,0,0,FALSE,1,17826,0.0227,0,0,53.63,
classroom_inv4_29,6,reached_max_iter,0,0,FALSE,3,14930,0.0182,0,0,36.26,
classroom_inv4_15,6,reached_max_iter,0,0,FALSE,6,29797,0.0353,0,0,57.81,
classroom_inv3_6,6,reached_max_iter,0,0,FALSE,3,16563,0.0209,0,0,52.2,
classroom_inv1_4,6,reached_max_iter,0,0,FALSE,4,18760,0.0247,0,0,66.37,
classroom_inv3_2,6,reached_max_iter,0,0,FALSE,6,29906,0.0354,0,0,63.25,
classroom_inv3_24,6,reached_max_iter,0,0,FALSE,2,17274,0.0219,0,0,48.77,
classroom_inv4_11,6,reached_max_iter,0,0,FALSE,3,15262,0.0187,0,0,36.29,
classroom_inv3_18,6,reached_max_iter,0,0,FALSE,3,15291,0.0185,0,0,36.07,
classroom_inv4_10,6,reached_max_iter,0,0,FALSE,2,15662,0.0195,0,0,45.84,
classroom_inv3_19,6,reached_max_iter,0,0,FALSE,5,32952,0.0404,0,0,83.22,
classroom_inv3_3,6,reached_max_iter,0,0,FALSE,6,29704,0.0352,0,0,60,
classroom_inv1_1,6,reached_max_iter,0,0,FALSE,4,26118,0.0315,0,0,61.62,
classroom_inv1_3,6,reached_max_iter,0,0,FALSE,6,30273,0.0359,0,0,66,
classroom_inv3_1,6,reached_max_iter,0,0,FALSE,6,17571,0.0196,0,0,23.88,
classroom_inv4_12,6,reached_max_iter,0,0,FALSE,6,30372,0.036,0,0,62.68,
classroom_inv4_13,6,reached_max_iter,0,0,FALSE,2,15425,0.0186,0,0,33.44,
classroom_inv1_2,6,reached_max_iter,0,0,FALSE,6,29915,0.0354,0,0,59.11,
classroom_inv2_7,6,reached_max_iter,0,0,FALSE,0,19748,0.0271,0,0,71.58,
classroom_inv4_1,6,reached_max_iter,0,0,FALSE,0,18214,0.0232,0,0,56.09,
classroom_inv2_6,6,reached_max_iter,0,0,FALSE,2,14665,0.018,0,0,32.34,
classroom_inv2_4,6,reached_max_iter,0,0,FALSE,2,17849,0.0221,0,0,45.1,
classroom_inv4_2,6,reached_max_iter,0,0,FALSE,6,30234,0.0359,0,0,59.29,
classroom_inv4_3,6,reached_max_iter,0,0,FALSE,2,15426,0.0186,0,0,35.77,
classroom_inv2_5,6,reached_max_iter,0,0,FALSE,2,14213,0.0174,0,0,33.47,
classroom_inv2_1,6,reached_max_iter,0,0,FALSE,3,20824,0.0274,0,0,69.66,
classroom_inv4_7,6,reached_max_iter,0,0,FALSE,2,14800,0.018,0,0,33.15,
classroom_inv4_6,6,reached_max_iter,0,0,FALSE,2,17555,0.0222,0,0,50.08,
classroom_inv2_2,6,reached_max_iter,0,0,FALSE,3,15547,0.0184,0,0,30.11,
classroom_inv4_4,6,reached_max_iter,0,0,FALSE,5,24062,0.0294,0,0,57.99,
classroom_inv4_5,6,reached_max_iter,0,0,FALSE,6,30432,0.0361,0,0,61.45,
classroom_inv2_3,6,reached_max_iter,0,0,FALSE,5,33025,0.0405,0,0,83.46,
classroom_inv4_8,6,reached_max_iter,0,0,FALSE,6,29852,0.0353,0,0,58.72,
classroom_inv4_9,6,reached_max_iter,0,0,FALSE,3,15125,0.0183,0,0,35.25,
classroom_inv4_22,6,reached_max_iter,0,0,FALSE,6,29770,0.0352,0,0,59.51,
classroom_inv3_17,6,reached_max_iter,0,0,FALSE,6,30180,0.0358,0,0,62.84,
classroom_inv3_16,6,reached_max_iter,0,0,FALSE,6,17790,0.0199,0,0,23.59,
classroom_inv4_23,6,reached_max_iter,0,0,FALSE,3,14613,0.0177,0,0,34.72,
classroom_inv4_21,6,reached_max_iter,0,0,FALSE,3,19254,0.025,0,0,55.71,
classroom_inv3_14,6,reached_max_iter,0,0,FALSE,6,17670,0.0197,0,0,23.43,
classroom_inv3_15,6,reached_max_iter,0,0,FALSE,2,15731,0.0194,0,0,37.87,
classroom_inv4_20,6,reached_max_iter,0,0,FALSE,3,16789,0.0214,0,0,47.13,
classroom_inv3_11,6,reached_max_iter,0,0,FALSE,2,15835,0.0199,0,0,42.7,
classroom_inv4_18,6,reached_max_iter,0,0,FALSE,6,29852,0.0353,0,0,57.72,
classroom_inv4_30,6,reached_max_iter,0,0,FALSE,2,17493,0.0226,0,0,51.37,
classroom_inv4_24,6,reached_max_iter,0,0,FALSE,0,18877,0.0249,0,0,61.68,
classroom_inv4_25,6,reached_max_iter,0,0,FALSE,5,24779,0.0297,0,0,55.02,
classroom_inv4_31,6,reached_max_iter,0,0,FALSE,5,32926,0.0404,0,0,79.99,
classroom_inv3_10,6,reached_max_iter,0,0,FALSE,1,20910,0.0278,0,0,70.99,
classroom_inv4_19,6,reached_max_iter,0,0,FALSE,3,13732,0.016,0,0,23.13,
classroom_inv3_8,6,reached_max_iter,0,0,FALSE,2,14446,0.0177,0,0,128.82,
classroom_inv3_12,6,reached_max_iter,0,0,FALSE,2,17608,0.022,0,0,47.74,
classroom_inv4_27,6,reached_max_iter,0,0,FALSE,6,29902,0.0354,0,0,56.18,
classroom_inv4_32,6,reached_max_iter,0,0,FALSE,6,29852,0.0353,0,0,57.16,
classroom_inv4_26,6,reached_max_iter,0,0,FALSE,2,14557,0.0174,0,0,30.35,
classroom_inv3_13,6,reached_max_iter,0,0,FALSE,4,16701,0.0201,0,0,34.14,
classroom_inv3_9,6,reached_max_iter,0,1,FALSE,1,19810,0.0265,0,0,65.85,
classroom_inv15_9,6,reached_max_iter,0,0,FALSE,3,15490,0.02,0,0,49.68,
classroom_inv15_34,6,reached_max_iter,0,1,FALSE,1,16578,0.0214,0,0,57.19,
classroom_inv15_20,6,reached_max_iter,0,0,FALSE,6,31551,0.0375,0,0,72.99,
classroom_inv15_21,6,reached_max_iter,0,0,FALSE,5,27239,0.0335,0,0,72.55,
classroom_inv15_35,6,reached_max_iter,0,0,FALSE,6,30306,0.036,0,0,72.57,
classroom_inv15_8,6,reached_max_iter,0,0,FALSE,2,15933,0.0195,0,0,42.01,
classroom_inv15_23,6,reached_max_iter,0,1,FALSE,1,18617,0.0253,0,0,72.45,
classroom_inv15_37,6,reached_max_iter,0,0,FALSE,5,22791,0.0279,0,0,66.17,
classroom_inv15_36,6,reached_max_iter,0,0,FALSE,5,35369,0.0433,0,0,90.09,
classroom_inv15_22,6,reached_max_iter,0,0,FALSE,4,18695,0.0236,0,0,53.74,
classroom_inv15_26,6,reached_max_iter,0,1,FALSE,1,16572,0.0214,0,0,61.6,
classroom_inv15_32,6,reached_max_iter,0,0,FALSE,4,22762,0.0301,0,0,80.76,
classroom_inv15_33,6,reached_max_iter,0,1,FALSE,1,16741,0.0214,0,0,53.81,
classroom_inv15_27,6,reached_max_iter,0,0,FALSE,2,16500,0.0222,0,0,61.88,
classroom_inv15_31,6,reached_max_iter,0,0,FALSE,1,15499,0.0196,0,0,46.79,
classroom_inv15_25,6,reached_max_iter,0,0,FALSE,6,30315,0.036,0,0,69.45,
classroom_inv15_19,6,reached_max_iter,0,0,FALSE,6,18294,0.0205,0,0,27.29,
classroom_inv15_18,6,reached_max_iter,0,0,FALSE,5,28709,0.0352,0,0,79.61,
classroom_inv15_24,6,reached_max_iter,0,0,FALSE,1,17896,0.022,0,0,49.34,
classroom_inv15_30,6,reached_max_iter,0,0,FALSE,3,17844,0.0236,0,0,63.79,
classroom_inv15_57,6,reached_max_iter,0,0,FALSE,5,25721,0.0311,0,0,63.5,
classroom_inv15_43,6,reached_max_iter,0,0,FALSE,3,15553,0.0195,0,0,46.24,
classroom_inv15_42,6,reached_max_iter,0,0,FALSE,6,30354,0.036,0,0,66.85,
classroom_inv15_56,6,reached_max_iter,0,0,FALSE,5,27602,0.0337,0,0,69.31,
classroom_inv15_68,6,reached_max_iter,0,1,FALSE,1,17716,0.0238,0,0,66.28,
classroom_inv15_40,6,reached_max_iter,0,0,FALSE,2,13892,0.0162,0,0,30.55,
classroom_inv15_54,6,reached_max_iter,0,0,FALSE,2,15890,0.0197,0,0,40.84,
classroom_inv15_55,6,reached_max_iter,0,1,FALSE,1,17621,0.0235,0,0,65.26,
classroom_inv15_41,6,reached_max_iter,0,0,FALSE,1,15505,0.0191,0,0,40.77,
classroom_inv15_69,6,reached_max_iter,0,0,FALSE,3,14565,0.0183,0,0,42.77,
classroom_inv15_45,6,reached_max_iter,0,0,FALSE,6,29869,0.0354,0,0,65.49,
classroom_inv15_51,6,reached_max_iter,0,0,FALSE,2,15463,0.0193,0,0,46.08,
classroom_inv15_79,6,reached_max_iter,0,0,FALSE,2,15359,0.0197,0,0,48.98,
classroom_inv15_78,6,reached_max_iter,0,0,FALSE,6,30207,0.0359,0,0,69.44,
classroom_inv15_50,6,reached_max_iter,0,0,FALSE,6,32550,0.0399,0,0,92.7,
classroom_inv15_44,6,reached_max_iter,0,0,FALSE,4,17494,0.0215,0,0,49.69,
classroom_inv15_52,6,reached_max_iter,0,0,FALSE,5,25868,0.0318,0,0,71.56,
classroom_inv15_46,6,reached_max_iter,0,0,FALSE,5,27196,0.0326,0,0,64.16,
classroom_inv15_47,6,reached_max_iter,0,0,FALSE,2,15237,0.0196,0,0,50.56,
classroom_inv15_53,6,reached_max_iter,0,0,FALSE,5,25996,0.0319,0,0,72.4,
classroom_inv15_76,6,reached_max_iter,0,0,FALSE,5,25823,0.0312,0,0,66.48,
