fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
graphs_undirected_19,6,reached_max_iter,0,0,FALSE,3,10163,0.3695,2935,0.0364,33.59,
cv_inv3_23,1,YES,0,0,FALSE,0,1376,0.0577,0,0,10.2,
cv_inv3_37,1,YES,0,0,FALSE,0,1382,0.0575,0,0,8.26,
cv_inv3_33,1,YES,0,0,FALSE,0,1399,0.058,0,0,8.36,
cv_inv3_27,2,YES,0,0,FALSE,0,2869,0.1165,998,0.0336,15.3,
graphs_undirected_21,6,reached_max_iter,0,0,FALSE,0,13379,0.5627,5214,0.0261,89.43,
graphs_complete_27,2,YES,0,0,FALSE,0,4602,0.1983,1153,0.0366,32.36,
graphs_complete_33,6,YES,0,0,FALSE,1,12954,0.5398,4604,0.037,91.87,
lts_inv7_17,6,YES,0,0,FALSE,4,9209,0.3225,1062,0.0344,25.44,
lts_inv7_03,1,YES,0,0,FALSE,0,1659,0.0664,0,0,7.27,
graphs_weaklyConnected_130,6,reached_max_iter,0,0,FALSE,1,13097,0.5451,4850,0.038,93.71,
graphs_weaklyConnected_131,6,reached_max_iter,0,0,FALSE,1,13021,0.5423,4794,0.0371,93.13,
lts_inv7_02,6,YES,0,0,FALSE,3,9652,0.3563,1871,0.0345,46.14,
lts_inv7_16,1,YES,0,0,FALSE,0,1637,0.0657,0,0,10.3,
graphs_complete_32,2,YES,0,0,FALSE,0,4603,0.1981,1161,0.0372,40.5,
graphs_undirected_20,6,reached_max_iter,0,0,FALSE,3,10975,0.4103,1974,0.0374,40.25,
cv_inv3_26,1,YES,0,0,FALSE,0,1386,0.0577,0,0,8.32,
cv_inv3_32,1,YES,0,0,FALSE,0,1341,0.0552,0,0,6.32,
cv_inv3_24,2,YES,0,0,FALSE,0,2943,0.121,1106,0.0375,22.55,
cv_inv3_30,1,YES,0,0,FALSE,0,1314,0.0531,0,0,9.53,
cv_inv3_18,6,YES,0,0,FALSE,2,8011,0.3047,3126,0.0336,37.7,
graphs_undirected_22,6,reached_max_iter,0,1,FALSE,4,9838,0.3462,791,0.0249,24.67,
graphs_complete_30,6,reached_max_iter,0,0,FALSE,4,10384,0.374,2297,0.0364,42.86,
lts_inv7_14,6,YES,0,0,FALSE,4,9201,0.3237,1043,0.0339,42.29,
lts_inv7_28,3,YES,0,0,FALSE,0,6028,0.26,2092,0.0342,96.94,
graphs_weaklyConnected_133,6,reached_max_iter,0,0,FALSE,1,12719,0.5236,5913,0.0366,139.81,
lts_inv7_29,6,reached_max_iter,0,0,FALSE,5,8473,0.2812,982,0.0319,33.97,
graphs_weaklyConnected_132,6,reached_max_iter,0,0,FALSE,1,13225,0.5507,4917,0.0383,139.78,
lts_inv7_15,1,YES,0,0,FALSE,0,1637,0.0657,0,0,9.61,
lts_inv7_01,1,YES,0,0,FALSE,0,1754,0.0728,0,0,19.05,
graphs_complete_31,2,YES,0,0,FALSE,0,4612,0.1985,1175,0.038,34.07,
cv_inv3_19,1,YES,0,0,FALSE,0,1413,0.0588,0,0,10.17,
cv_inv3_31,3,YES,0,0,FALSE,1,3869,0.1451,1000,0.0335,26,
cv_inv3_25,2,YES,0,0,FALSE,0,2951,0.1214,1107,0.0375,22.12,
cv_inv3_42,1,YES,0,0,FALSE,0,1328,0.0535,0,0,6.59,
graphs_stronglyConnected_22,6,reached_max_iter,0,0,FALSE,0,14095,0.6052,5843,0.0383,172.63,
lts_inv5_63,2,YES,0,0,FALSE,0,4007,0.1713,1038,0.0336,29.05,
graphs_acyclic_24,1,YES,0,0,FALSE,0,2260,0.0979,0,0,16.81,
graphs_acyclic_25,2,YES,0,0,FALSE,0,4589,0.1978,1161,0.037,31.91,
lts_inv5_62,1,YES,0,0,FALSE,0,1659,0.0662,0,0,11.28,
graphs_stronglyConnected_23,6,reached_max_iter,0,0,FALSE,1,13010,0.5413,4606,0.0365,81.66,
cv_inv3_43,1,YES,0,0,FALSE,0,1376,0.0577,0,0,7.4,
cv_inv3_41,6,reached_max_iter,0,0,FALSE,3,7429,0.271,2023,0.0322,31.85,
lts_inv5_48,1,YES,0,0,FALSE,0,1666,0.0666,0,0,7.73,
graphs_stronglyConnected_21,6,reached_max_iter,0,0,FALSE,0,14082,0.6048,5827,0.0369,99.21,
lts_inv5_60,2,YES,0,0,FALSE,0,4024,0.172,1039,0.0338,28.52,
graphs_acyclic_27,1,YES,0,0,FALSE,0,2264,0.0981,0,0,16.8,
graphs_acyclic_26,6,reached_max_iter,0,0,FALSE,1,12908,0.5381,6073,0.0422,86.16,
lts_inv5_61,6,reached_max_iter,0,0,FALSE,3,9598,0.3586,3174,0.0322,51.26,
graphs_stronglyConnected_20,6,reached_max_iter,0,0,FALSE,1,12337,0.4994,4187,0.039,80.19,
lts_inv5_49,6,YES,0,0,FALSE,4,9248,0.3206,1145,0.0373,20.77,
cv_inv3_40,1,YES,0,0,FALSE,0,1363,0.0569,0,0,15.79,
cv_inv3_50,1,YES,0,0,FALSE,0,1323,0.0533,0,0,13.74,
cv_inv3_44,2,YES,0,0,FALSE,0,2714,0.1088,940,0.0305,17.68,
lts_inv5_71,2,YES,0,0,FALSE,0,3736,0.1555,1085,0.0349,22.14,
lts_inv5_65,1,YES,0,0,FALSE,0,2015,0.0874,0,0,13.51,
graphs_stronglyConnected_18,6,reached_max_iter,0,0,FALSE,1,13087,0.5447,4636,0.0375,73.53,
lts_inv5_59,6,YES,0,0,FALSE,3,9868,0.3707,1987,0.0331,35.13,
graphs_stronglyConnected_24,1,YES,0,0,FALSE,0,1800,0.0699,0,0,8.04,
graphs_acyclic_22,6,reached_max_iter,0,0,FALSE,2,11309,0.4383,2743,0.0358,45,
graphs_acyclic_23,6,reached_max_iter,0,0,FALSE,2,12468,0.5035,3606,0.0357,64.45,
lts_inv5_58,6,reached_max_iter,0,0,FALSE,4,9164,0.3289,2098,0.0341,28.09,
lts_inv5_64,6,reached_max_iter,0,0,FALSE,3,9755,0.3586,2233,0.0373,45.3,
graphs_stronglyConnected_19,6,reached_max_iter,0,0,FALSE,3,11492,0.4381,2338,0.0373,49.13,
lts_inv5_70,6,YES,0,0,FALSE,4,9279,0.327,1047,0.0335,22.49,
cv_inv3_45,1,YES,0,0,FALSE,0,1334,0.055,0,0,6.52,
cv_inv3_51,2,YES,0,0,FALSE,0,2758,0.1127,1122,0.0362,15.09,
cv_inv3_47,1,YES,0,0,FALSE,0,1381,0.0575,0,0,6.83,
lts_inv5_66,4,YES,0,0,FALSE,2,6187,0.2216,1086,0.0349,29.31,
lts_inv5_72,1,YES,0,0,FALSE,0,1657,0.0663,0,0,9.26,
graphs_acyclic_21,6,reached_max_iter,0,1,FALSE,4,9794,0.3445,795,0.0252,33,
lts_inv5_73,1,YES,0,0,FALSE,0,1659,0.0664,0,0,7.86,
lts_inv5_67,6,reached_max_iter,0,0,FALSE,3,9815,0.3675,2100,0.0349,37.62,
cv_inv3_46,1,YES,0,0,FALSE,0,1324,0.0535,0,0,5.76,
graphs_noloops_12,6,reached_max_iter,0,1,FALSE,4,9877,0.3466,805,0.0257,25.9,
graphs_stronglyConnected_17,6,reached_max_iter,0,0,FALSE,0,14061,0.6049,5817,0.0372,99.19,
lts_inv5_56,6,reached_max_iter,0,0,FALSE,3,9787,0.3591,2164,0.0344,31.12,
graphs_transitive_1,2,YES,0,0,FALSE,0,4666,0.2014,1171,0.0372,34.91,
lts_inv5_57,2,YES,0,0,FALSE,0,4052,0.1736,1061,0.0343,32.23,
graphs_noloops_13,1,YES,0,0,FALSE,0,1889,0.0756,0,0,10.92,
cv_inv3_48,1,YES,0,0,FALSE,0,1327,0.0535,0,0,6.52,
graphs_noloops_11,4,YES,0,0,FALSE,0,9317,0.4001,3465,0.0369,56.01,
lts_inv5_69,6,reached_max_iter,0,0,FALSE,3,9921,0.3716,2195,0.0333,38.26,
lts_inv5_55,6,reached_max_iter,0,0,FALSE,2,10613,0.4141,3202,0.0336,69.39,
graphs_transitive_2,6,reached_max_iter,0,0,FALSE,1,12996,0.543,6000,0.0374,79.43,
lts_inv5_54,1,YES,0,0,FALSE,0,1674,0.0667,0,0,8.53,
lts_inv5_68,6,reached_max_iter,0,0,FALSE,3,9455,0.3514,2918,0.0345,43.92,
graphs_noloops_10,2,YES,0,0,FALSE,0,4629,0.1994,1178,0.0378,34.68,
cv_inv3_49,2,YES,0,0,FALSE,0,2978,0.1222,1116,0.038,21.19,
graphs_noloops_14,6,reached_max_iter,0,0,FALSE,0,13847,0.5962,5742,0.0361,93.41,
lts_inv5_50,5,YES,0,0,FALSE,3,7928,0.2859,1074,0.0351,34.22,
lts_inv5_44,6,reached_max_iter,0,0,FALSE,4,9135,0.3279,2088,0.0339,31.14,
lts_inv5_45,5,YES,0,0,FALSE,3,7859,0.2836,1037,0.0336,39.61,
lts_inv5_51,1,YES,0,0,FALSE,0,1676,0.0669,0,0,7.63,
graphs_noloops_15,1,YES,0,0,FALSE,0,1786,0.0694,0,0,12.19,
graphs_noloops_17,6,YES,0,0,FALSE,1,12843,0.5313,4451,0.0382,99.26,
lts_inv5_47,1,YES,0,0,FALSE,0,1661,0.0664,0,0,10.92,
lts_inv5_53,4,YES,0,0,FALSE,2,6449,0.2378,1042,0.0339,29.59,
graphs_acyclic_28,2,YES,0,0,FALSE,0,4603,0.1981,1172,0.0378,35.26,
lts_inv5_52,5,YES,0,0,FALSE,0,10203,0.4316,4458,0.0351,87.54,
lts_inv5_46,1,YES,0,0,FALSE,0,1661,0.0664,0,0,11.51,
graphs_noloops_16,1,YES,0,0,FALSE,0,1887,0.0755,0,0,18.01,
cv_inv3_28,1,YES,0,0,FALSE,0,1333,0.055,0,0,18.88,
graphs_complete_28,2,YES,0,0,FALSE,0,4592,0.1976,1153,0.0367,41.14,
lts_inv7_18,6,reached_max_iter,0,0,FALSE,3,9920,0.3782,3042,0.0342,66.21,
graphs_oriented_11,6,reached_max_iter,0,0,FALSE,1,12044,0.4849,4283,0.0429,97.3,
lts_inv7_24,3,YES,0,0,FALSE,0,5648,0.2348,1862,0.033,84.1,
lts_inv7_30,2,YES,0,0,FALSE,0,3968,0.1702,1051,0.0345,61.63,
lts_inv7_25,1,YES,0,0,FALSE,0,1970,0.0853,0,0,29.27,
lts_inv7_19,2,YES,0,0,FALSE,0,3946,0.1655,1180,0.0415,48.01,
graphs_complete_29,6,reached_max_iter,0,0,FALSE,3,11184,0.4144,1731,0.0302,69.68,
cv_inv3_15,1,YES,0,0,FALSE,0,1352,0.055,0,0,13.81,
cv_inv3_29,1,YES,0,0,FALSE,0,1398,0.0583,0,0,11.96,
cv_inv3_17,2,YES,0,0,FALSE,0,2984,0.1225,1099,0.0369,40.42,
graphs_oriented_12,2,YES,0,0,FALSE,0,4586,0.1978,1154,0.0368,38.42,
lts_inv7_27,3,YES,0,0,FALSE,0,6227,0.2657,2247,0.036,47.72,
lts_inv7_26,2,YES,0,0,FALSE,0,3691,0.1528,835,0.0278,32.78,
graphs_weaklyConnected_129,6,reached_max_iter,0,0,FALSE,0,13944,0.6002,5760,0.0366,118.75,
graphs_oriented_13,6,reached_max_iter,0,0,FALSE,2,12015,0.482,4990,0.0421,76.26,
cv_inv3_16,1,YES,0,0,FALSE,0,1329,0.0549,0,0,7.55,
lts_inv7_22,1,YES,0,0,FALSE,0,1963,0.0853,0,0,12.39,
graphs_oriented_17,3,YES,0,0,FALSE,0,6897,0.2972,2293,0.0362,48.07,
graphs_oriented_16,6,reached_max_iter,0,0,FALSE,2,11915,0.4787,4732,0.0359,104.93,
lts_inv7_23,1,YES,0,0,FALSE,0,1976,0.0855,0,0,12.99,
graphs_weaklyConnected_138,2,YES,0,0,FALSE,0,4094,0.1672,960,0.0316,21.92,
graphs_undirected_15,6,reached_max_iter,0,0,FALSE,1,12200,0.4942,3611,0.0359,67.81,
cv_inv3_39,2,YES,0,0,FALSE,0,2927,0.1202,1103,0.0374,20.4,
graphs_undirected_17,6,reached_max_iter,0,0,FALSE,3,11414,0.4365,2485,0.0404,43.36,
lts_inv7_21,6,reached_max_iter,0,0,FALSE,0,11624,0.4904,4873,0.0363,79.61,
lts_inv7_09,1,YES,0,0,FALSE,0,2010,0.0866,0,0,15.9,
graphs_oriented_14,6,reached_max_iter,0,0,FALSE,1,12371,0.5062,4520,0.0419,71.43,
lts_inv7_08,4,YES,0,0,FALSE,0,8080,0.3406,3060,0.0385,61.88,
graphs_oriented_15,3,YES,0,0,FALSE,0,6944,0.2989,2324,0.0372,45.16,
lts_inv7_20,4,YES,0,0,FALSE,1,6975,0.2802,2079,0.033,37.34,
graphs_undirected_16,6,reached_max_iter,0,0,FALSE,1,12654,0.5203,4292,0.0376,77.13,
cv_inv3_38,1,YES,0,0,FALSE,0,1365,0.0568,0,0,12.28,
production_inv4_19,1,YES,0,0,FALSE,0,1476,0.0619,0,0,10.8,
production_inv3_10,1,YES,0,0,FALSE,0,1486,0.0622,0,0,12.9,
production_inv2_3,1,YES,0,0,FALSE,0,1474,0.0618,0,0,17.26,
classroom_inv11_50,6,reached_max_iter,0,1,FALSE,2,15714,0.6337,3934,0.0609,110.22,
classroom_inv5_57,3,YES,0,0,FALSE,0,9332,0.4098,3937,0.0616,69.87,
classroom_inv14_60,6,reached_max_iter,0,0,FALSE,3,14929,0.5809,3035,0.0471,68.81,
production_inv4_5,1,YES,0,0,FALSE,0,1499,0.0629,0,0,10.77,
trash_inv1_9,6,reached_max_iter,0,0,FALSE,2,10423,0.4125,3948,0.0403,76.73,
trash_inv1_8,6,reached_max_iter,0,0,FALSE,3,9621,0.3656,3891,0.042,48.62,
production_inv4_4,1,YES,0,0,FALSE,0,1474,0.0616,0,0,7.94,
cv_inv2_60,1,YES,0,0,FALSE,0,1423,0.0588,0,0,7.93,
classroom_inv5_56,6,reached_max_iter,0,0,FALSE,3,14816,0.5785,6390,0.0613,79.04,
classroom_inv11_200,6,reached_max_iter,0,0,FALSE,1,17654,0.7512,11025,0.061,117.56,
production_inv2_2,1,YES,0,0,FALSE,0,1473,0.0618,0,0,7.74,
production_inv4_18,1,YES,0,0,FALSE,0,1467,0.0614,0,0,8.85,
production_inv3_11,1,YES,0,0,FALSE,0,1350,0.0542,0,0,5.58,
classroom_inv6_39,6,reached_max_iter,0,0,FALSE,2,17382,0.7359,8711,0.0629,112.04,
trash_inv1_11,6,reached_max_iter,0,0,FALSE,3,9542,0.362,4015,0.0422,42.78,
classroom_inv11_148,6,reached_max_iter,0,0,FALSE,4,13769,0.5053,4372,0.0743,44.49,
production_inv4_6,1,YES,0,0,FALSE,0,1473,0.0616,0,0,13.57,
production_inv4_7,1,YES,0,0,FALSE,0,1476,0.0617,0,0,8.27,
classroom_inv11_149,6,reached_max_iter,0,0,FALSE,4,13880,0.505,1979,0.0618,50.1,
trash_inv1_10,6,reached_max_iter,0,0,FALSE,2,10135,0.4032,4702,0.0407,59.34,
classroom_inv6_38,6,reached_max_iter,0,0,FALSE,1,17543,0.7447,8739,0.0764,105.76,
production_inv2_1,1,YES,0,0,FALSE,0,1464,0.0613,0,0,8.86,
production_inv3_12,1,YES,0,0,FALSE,0,1468,0.0613,0,0,7.78,
production_inv4_23,1,YES,0,0,FALSE,0,1347,0.054,0,0,6.35,
trash_inv9_6,6,reached_max_iter,0,0,FALSE,1,10949,0.4534,6290,0.0403,60.16,
production_inv2_5,6,reached_max_iter,0,0,FALSE,4,7311,0.2572,1789,0.0357,28.31,
classroom_inv14_99,6,reached_max_iter,0,0,FALSE,3,14610,0.55,8224,0.0461,60.57,
production_inv4_3,1,YES,0,0,FALSE,0,1478,0.0618,0,0,9.13,
production_inv4_2,2,YES,0,0,FALSE,0,3040,0.1261,1130,0.0363,19.2,
classroom_inv13_46,6,reached_max_iter,0,0,FALSE,1,17452,0.742,8733,0.0746,127.7,
classroom_inv14_98,6,reached_max_iter,0,0,FALSE,3,14309,0.5469,2981,0.0461,51.23,
production_inv2_4,1,YES,0,0,FALSE,0,1334,0.0534,0,0,6.22,
trash_inv9_7,6,reached_max_iter,0,0,FALSE,3,9390,0.3564,3345,0.0397,49.29,
production_inv4_22,1,YES,0,0,FALSE,0,1476,0.0619,0,0,7.34,
production_inv4_20,1,YES,0,0,FALSE,0,1466,0.0614,0,0,7.65,
production_inv2_6,3,YES,0,0,FALSE,0,4401,0.1789,1592,0.0349,25.13,
classroom_inv11_199,6,reached_max_iter,0,0,FALSE,1,17483,0.7423,8745,0.074,105.95,
trash_inv10_29,6,YES,0,0,FALSE,2,10086,0.3974,3757,0.0402,43.78,
cv_inv2_58,1,YES,0,0,FALSE,0,1447,0.0598,0,0,7.31,
classroom_inv14_59,6,reached_max_iter,0,0,FALSE,3,17716,0.7062,3010,0.0465,92.94,
classroom_inv13_44,6,reached_max_iter,0,0,FALSE,0,18765,0.823,10923,0.0716,109.81,
production_inv4_1,4,YES,0,0,FALSE,0,6151,0.253,3646,0.0395,36.58,
classroom_inv13_45,6,reached_max_iter,0,0,FALSE,1,17508,0.7445,8701,0.0754,118.92,
classroom_inv14_58,6,reached_max_iter,0,0,FALSE,0,18793,0.8241,8441,0.0602,148.01,
cv_inv2_59,1,YES,0,0,FALSE,0,1414,0.0579,0,0,20,
classroom_inv11_198,6,reached_max_iter,0,0,FALSE,4,14026,0.5181,4249,0.0707,64.24,
trash_inv10_28,6,reached_max_iter,0,0,FALSE,3,9437,0.3581,3879,0.0395,41.43,
production_inv2_7,5,YES,0,0,FALSE,2,6531,0.2437,1674,0.0354,39.65,
production_inv4_21,1,YES,0,0,FALSE,0,1486,0.0625,0,0,7.44,
classroom_inv11_97,6,reached_max_iter,0,0,FALSE,1,18992,0.8087,8582,0.0616,116.44,
classroom_inv12_89,6,reached_max_iter,0,0,FALSE,2,16162,0.6586,6279,0.0609,86.06,
classroom_inv14_131,6,reached_max_iter,0,0,FALSE,3,14579,0.5701,5000,0.0474,63.73,
trash_inv6_44,6,reached_max_iter,0,0,FALSE,3,9778,0.3695,2113,0.0272,46.05,
production_inv1_2,1,YES,0,0,FALSE,0,1352,0.0544,0,0,11,
trash_inv8_3,6,reached_max_iter,0,0,FALSE,2,10345,0.411,3413,0.0409,49.89,
cv_inv3_4,1,YES,0,0,FALSE,0,1339,0.0552,0,0,6.44,
cv_inv3_5,1,YES,0,0,FALSE,0,1398,0.0583,0,0,6.27,
production_inv3_1,1,YES,0,0,FALSE,0,1463,0.061,0,0,8.24,
trash_inv8_2,6,reached_max_iter,0,0,FALSE,2,10346,0.4104,3410,0.0397,49.77,
production_inv1_3,1,YES,0,0,FALSE,0,1468,0.0614,0,0,8.16,
trash_inv6_45,6,reached_max_iter,0,0,FALSE,4,9146,0.3259,1260,0.0403,30.7,
classroom_inv11_249,2,YES,0,0,FALSE,0,6162,0.2706,1963,0.0609,53.38,
classroom_inv14_132,6,reached_max_iter,0,0,FALSE,4,13214,0.4713,1557,0.049,32.12,
production_inv2_18,1,YES,0,0,FALSE,0,1365,0.0554,0,0,8.16,
cv_inv3_7,1,YES,0,0,FALSE,0,1330,0.0535,0,0,6.39,
production_inv3_3,1,YES,0,0,FALSE,0,1336,0.0534,0,0,5.26,
classroom_inv14_28,6,reached_max_iter,0,0,FALSE,4,13391,0.4813,1547,0.0492,42.33,
classroom_inv14_29,6,reached_max_iter,0,0,FALSE,1,17313,0.736,8388,0.0615,114.21,
production_inv3_2,1,YES,0,0,FALSE,0,1462,0.0609,0,0,6.53,
cv_inv3_6,1,YES,0,0,FALSE,0,1367,0.0567,0,0,6.75,
trash_inv8_1,6,reached_max_iter,0,0,FALSE,2,10272,0.4079,3729,0.0406,43.47,
production_inv2_19,1,YES,0,0,FALSE,0,1458,0.0611,0,0,6.75,
classroom_inv14_133,6,reached_max_iter,0,0,FALSE,4,13320,0.4784,1526,0.0478,54.84,
classroom_inv11_248,6,reached_max_iter,0,0,FALSE,1,17504,0.7431,8724,0.0805,93.27,
classroom_inv15_79,6,reached_max_iter,0,0,FALSE,4,13521,0.4966,3082,0.0478,47.89,
trash_inv6_42,5,YES,0,0,FALSE,3,7589,0.2756,1284,0.0408,54.62,
classroom_inv7_37,6,reached_max_iter,0,0,FALSE,0,18789,0.8234,10473,0.0607,145.68,
trash_inv4_8,6,reached_max_iter,0,0,FALSE,3,9708,0.3684,2090,0.0276,48.79,
production_inv1_4,1,YES,0,0,FALSE,0,1464,0.0613,0,0,8.91,
cv_inv3_2,1,YES,0,0,FALSE,0,1308,0.0529,0,0,8.8,
production_inv3_6,1,YES,0,0,FALSE,0,1484,0.0622,0,0,13.63,
production_inv3_7,1,YES,0,0,FALSE,0,1493,0.0627,0,0,9.9,
cv_inv3_3,2,YES,0,0,FALSE,0,2736,0.1109,935,0.0301,54.32,
production_inv1_5,1,YES,0,0,FALSE,0,1461,0.0612,0,0,40.06,
trash_inv4_9,6,reached_max_iter,0,0,FALSE,2,9921,0.3909,4850,0.0399,61.67,
trash_inv6_43,6,reached_max_iter,0,0,FALSE,3,9594,0.3619,3772,0.0419,50.53,
classroom_inv15_78,6,reached_max_iter,0,0,FALSE,3,14913,0.5808,3064,0.0479,59.09,
trash_inv9_10,4,YES,0,0,FALSE,2,6398,0.2418,1259,0.0403,30.83,
trash_inv6_41,2,YES,0,0,FALSE,0,3828,0.1637,1257,0.0401,25.91,
production_inv1_7,1,YES,0,0,FALSE,0,1458,0.0611,0,0,8.39,
production_inv3_5,1,YES,0,0,FALSE,0,1347,0.0541,0,0,8.4,
cv_inv3_1,1,YES,0,0,FALSE,0,1401,0.0585,0,0,9.08,
production_inv3_4,1,YES,0,0,FALSE,0,1471,0.0615,0,0,7.93,
production_inv1_6,1,YES,0,0,FALSE,0,1463,0.0613,0,0,9.37,
trash_inv2_1,6,reached_max_iter,0,0,FALSE,1,10960,0.4523,4637,0.0271,68.8,
production_inv2_12,1,YES,0,0,FALSE,0,1470,0.0615,0,0,10.71,
classroom_inv7_38,6,reached_max_iter,0,0,FALSE,0,18976,0.8338,10888,0.0615,132.73,
trash_inv5_34,6,reached_max_iter,0,0,FALSE,1,10933,0.4507,5411,0.0427,72.86,
production_inv3_9,1,YES,0,0,FALSE,0,1520,0.0635,0,0,13.07,
production_inv3_8,1,YES,0,0,FALSE,0,1522,0.0636,0,0,7.83,
classroom_inv7_39,6,reached_max_iter,0,0,FALSE,2,16157,0.6616,8776,0.0609,88.39,
production_inv2_13,1,YES,0,0,FALSE,0,1343,0.054,0,0,4.89,
classroom_inv15_77,6,reached_max_iter,0,0,FALSE,4,13904,0.5081,1532,0.0479,47.47,
classroom_inv8_42,6,reached_max_iter,0,0,FALSE,2,16001,0.6559,5896,0.0609,85.88,
production_inv2_11,1,YES,0,0,FALSE,0,1466,0.0614,0,0,7.2,
classroom_inv10_44,6,reached_max_iter,0,0,FALSE,2,16366,0.6717,8155,0.0616,105.47,
production_inv2_10,6,reached_max_iter,0,1,FALSE,4,6991,0.2417,568,0.0191,20.01,
classroom_inv8_43,6,reached_max_iter,0,0,FALSE,3,14994,0.583,3918,0.0601,58.78,
production_inv2_14,1,YES,0,0,FALSE,0,1464,0.0613,0,0,8.83,
trash_inv5_32,6,reached_max_iter,0,0,FALSE,1,11218,0.4665,4857,0.0406,81.91,
classroom_inv14_30,6,reached_max_iter,0,0,FALSE,3,14855,0.579,3503,0.0611,68.17,
trash_inv5_33,4,YES,0,0,FALSE,0,7823,0.3342,4070,0.045,53.47,
production_inv2_15,2,YES,0,0,FALSE,0,2992,0.1238,1113,0.0359,16.11,
classroom_inv8_44,4,YES,0,0,FALSE,0,12219,0.5318,5580,0.0597,78.73,
classroom_inv12_91,4,YES,0,0,FALSE,0,12548,0.5502,5877,0.0616,90.26,
production_inv2_17,1,YES,0,0,FALSE,0,1463,0.0613,0,0,9.75,
classroom_inv10_43,6,reached_max_iter,0,0,FALSE,0,18638,0.8153,10428,0.0614,141.39,
trash_inv5_31,4,YES,0,0,FALSE,0,7763,0.3304,3902,0.0449,51.48,
cv_inv3_8,1,YES,0,0,FALSE,0,1326,0.0536,0,0,8.14,
cv_inv3_9,5,YES,0,0,FALSE,0,7258,0.2931,4171,0.037,42.31,
trash_inv5_30,6,reached_max_iter,0,0,FALSE,1,10941,0.4533,6593,0.0421,64.03,
classroom_inv10_42,6,reached_max_iter,0,0,FALSE,0,18823,0.8255,10782,0.0609,113.08,
production_inv2_16,1,YES,0,0,FALSE,0,1460,0.0612,0,0,7.48,
classroom_inv12_90,2,YES,0,0,FALSE,0,6173,0.271,1970,0.0613,35.68,
classroom_inv11_247,6,reached_max_iter,0,1,FALSE,2,16104,0.6584,6301,0.0607,80.77,
trash_inv9_9,6,reached_max_iter,0,0,FALSE,1,10921,0.4505,4580,0.0272,59.22,
production_inv4_10,1,YES,0,0,FALSE,0,1470,0.0614,0,0,7.24,
cv_inv3_14,1,YES,0,0,FALSE,0,1379,0.0575,0,0,8.48,
cv_inv2_54,1,YES,0,0,FALSE,0,1402,0.0572,0,0,7.67,
trash_inv10_31,6,reached_max_iter,0,0,FALSE,0,11834,0.5048,6714,0.0417,75.19,
trash_inv10_25,6,reached_max_iter,0,0,FALSE,3,9488,0.3602,3867,0.0403,46.01,
trash_inv10_19,6,reached_max_iter,0,0,FALSE,4,8831,0.3162,2502,0.04,25.85,
classroom_inv9_62,6,reached_max_iter,0,1,FALSE,2,16340,0.6721,6129,0.0685,81.16,
trash_inv3_2,6,reached_max_iter,0,0,FALSE,2,9886,0.3863,3132,0.039,52.22,
